gbm133a,ModuleColor,K.WholeNetwork,K.Intra,K.Out,Gene.Symbol,LocusLink,Set55Coxpvalue,HazardRatio55,HRlowerCI55,HRupperCI55,HRSD55,Set65Coxpvalue,Set65HazardRatio,Set65HRlower95,Set65HRupper95,Set65HRsd,Set55_ORI_10219_10218,Set55_ORI_10735_10730,Set55_ORI_14605_14585,Set55_ORI_14607_14586,Set55_ORI_14609_14587,Set55_ORI_14617_14591,Set55_ORI_14623_14594,Set55_ORI_14629_14597,Set55_ORI_14631_14598,Set55_ORI_14633_14599,Set55_ORI_14635_14600,Set55_ORI_14639_14602,Set55_ORI_15426_15407,Set55_ORI_15428_15408,Set55_ORI_15430_15409,Set55_ORI_15432_15410,Set55_ORI_15434_15411,Set55_ORI_15438_15414,Set55_ORI_15440_15415,Set55_ORI_15442_15417,Set55_ORI_15444_15418,Set55_ORI_15446_15419,Set55_ORI_15448_15420,Set55_ORI_15450_15421,Set55_ORI_15452_15422,Set55_ORI_15454_15424,Set55_ORI_15456_15425,Set55_ORI_15479_15471,Set55_ORI_15662_15649,Set55_ORI_4368_4367,Set55_ORI_4378_4377,Set55_ORI_4388_4387,Set55_ORI_4770_4761,Set55_ORI_4772_4762,Set55_ORI_4774_4763,Set55_ORI_4776_4764,Set55_ORI_4778_4765,Set55_ORI_4780_4766,Set55_ORI_4782_4767,Set55_ORI_4784_4768,Set55_ORI_4786_4769,Set55_ORI_6922_6907,Set55_ORI_6924_6908,Set55_ORI_6926_6909,Set55_ORI_6928_6910,Set55_ORI_6930_6911,Set55_ORI_6932_6912,Set55_ORI_6934_6913,Set55_ORI_6936_6914,Set55_ORI_6938_6915,Set55_ORI_6940_6916,Set55_ORI_6944_6918,Set55_ORI_6946_6919,Set55_ORI_6948_6920,Set55_ORI_6950_6921,Set65_21484_21474,Set65_21486_21475,Set65_21488_21476,Set65_21490_21477,Set65_21492_21478,Set65_21494_21479,Set65_21496_21480,Set65_22566_22553,Set65_22567_22554,Set65_22568_22555,Set65_22569_22556,Set65_24016_24007,Set65_24017_24008,Set65_24018_24009,Set65_24019_24010,Set65_24022_24013,Set65_24024_24015,Set65_25733_25718,Set65_25734_25719,Set65_25735_25720,Set65_25736_25721,Set65_25737_25722,Set65_25738_25723,Set65_25739_25724,Set65_25741_25726,Set65_25742_25727,Set65_25743_25728,Set65_25744_25729,Set65_25746_25731,Set65_26327_26321,Set65_26328_26322,Set65_26329_26323,Set65_26330_26324,Set65_26331_26325,Set65_26332_26326,Set65_26340_26336,Set65_26341_26337,Set65_26342_26338,Set65_26343_26339,Set65_26490_26484,Set65_26491_26485,Set65_26493_26487,Set65_26495_26489,Set65_34086_34071,Set65_34088_34072,Set65_34092_34074,Set65_34098_34077,Set65_34100_34078,Set65_34102_34079,Set65_34106_34081,Set65_34108_34082,Set65_34110_34083,Set65_34705_34696,Set65_34711_34699,Set65_34715_34701,Set65_34717_34702,Set65_35449_35438,Set65_35455_35441,Set65_35457_35442,Set65_35459_35443,Set65_35461_35444,Set65_35463_35445,Set65_35465_35446,Set65_35467_35447,Set65_35469_35448
204966_at,turquoise,43.0527096,32.11380998,10.93889961,BAI2,576,0.299,0.828,0.473,1.45,0.286,0.471,1.23,0.737,2.06,0.262,907.507,639,471.222,416.25,391.322,693.763,706.32,644.757,511.664,462.035,433.013,400.131,635.933,672.618,700.173,434.428,677.188,242.279,238.906,518.052,550.229,749.084,332.874,498.842,797.455,963.432,619.881,194.686,713.104,332.53,413.649,149.076,1116.46,376.445,815.449,396.119,617.067,652.289,723.622,1107.26,1180.23,558.552,884.805,391.319,723.951,604.251,524.262,400.693,611.734,1036.14,403.947,663.082,492.618,492.305,333.995,568.479,649.554,304.756,390.578,572.75,804.201,478.504,889.82,253.997,845.698,326.875,212.636,969.349,467.714,373.97,936.892,319.708,437.462,764.482,291.6,451.498,386.354,388.206,227.493,364.056,308.793,281.75,290.583,589.001,285.314,303.013,374.118,298.512,583.679,173.158,782.402,322.387,351.304,480.367,621.395,729.274,500.146,559.331,593.456,628.646,448.352,313.914,613.288,409.905,271.641,442.217,669.983,329.895,244.861,245.722,242.394,748.696,440.263,996.424,409.264,609.107,374.421,393.102,277.339,516.884
204971_at,blue,137.5684609,114.2244445,23.34401637,CSTA,1475,0.419,1.08,0.618,1.88,0.284,0.933,1.46,0.872,2.45,0.264,89.3669,165.482,117.941,609.236,359.242,36.6944,24.6827,109.661,228.605,71.5191,28.2944,32.171,24.6827,170.158,102.422,51.5338,43.1381,55.7502,211.01,102.244,259.988,35.8809,237.837,251.952,82.938,197.466,77.5219,618.356,118.247,94.9711,46.3479,660.35,101.442,202.159,82.6206,311.255,562.13,52.0603,99.9052,42.2646,61.5964,152.862,34.4447,105.418,50.9582,94.6367,109.907,105.141,49.1123,87.0628,24.6827,97.8959,450.486,63.1681,174.532,313.327,211.609,226.119,404.285,107.542,59.41,212.059,15.977,582.426,145.85,89.1727,757.774,45.3585,132.007,16.3353,33.1309,284.414,163.675,45.2379,57.6549,239.846,46.3834,29.0645,33.4779,32.0922,59.4972,19.2911,31.3116,24.0436,89.0359,20.7161,108.374,42.4025,77.877,258.771,55.6939,206.222,93.7734,51.9781,20.307,99.7295,64.7208,181.668,34.5723,42.2846,289.52,441.488,216.409,78.0004,99.1021,84.2417,113.833,171.817,204.653,200.212,588.75,45.233,194.391,48.554,269.366,196.876,411.536,166.467,377.151,47.1581
204973_at,green,50.58746609,36.65084885,13.93661723,GJB1,2705,0.134,1.9,1.08,3.33,0.287,0.405,1.17,0.706,1.95,0.259,456.172,55.5956,806.744,112.822,162.735,216.241,228.368,114.539,94.8615,106.574,286.035,176.57,201.791,791.449,704.472,340.292,1106.29,79.7653,98.0073,97.2478,241.302,114.529,113.526,80.6658,508.252,75.4305,97.3472,78.4333,113.915,175.684,219.734,83.7597,470.021,116.847,622.69,115.925,102.323,560.47,158.03,353.85,483.286,324.235,343.212,107.257,126.524,130.009,89.2835,475.868,666.784,153.711,79.5064,84.964,85.3788,95.9118,342.014,179.799,471.976,41.4337,84.3327,63.7417,55.0112,151.539,308.909,58.6761,75.3492,92.3831,203.251,282.793,41.0262,46.1136,728.618,46.7975,30.9396,449.885,93.3793,237.321,59.1076,140.447,84.0189,57.3964,57.4492,44.4221,77.5159,214.398,71.691,130.886,77.893,52.5577,99.7492,32.7449,68.9188,63.1787,50.9723,69.1769,23.8907,50.3913,42.4381,130.617,54.3075,274.606,525.86,42.3823,35.824,765.946,66.3001,107.005,221.207,59.8118,46.5252,73.0742,574.617,330.678,50.7617,74.8948,452.429,376.578,34.3878,51.9123,154.476,909.995
204974_at,turquoise,254.3975516,230.4429893,23.95456232,RAB3A,5864,0.319,1.36,0.78,2.39,0.285,0.782,0.852,0.51,1.42,0.262,3344.07,132.043,291.965,880.967,360.599,2422.6,1485.69,351.45,284.519,532.134,876.748,511.547,757.624,1228.17,2402.36,459.057,1734.07,151.754,90.3992,334.128,345.548,672.069,221.891,67.1773,1168.99,162.992,260.93,111.785,341.953,874.265,511.122,84.6548,4152.66,115.003,1876.09,110.596,220.309,1693.28,1603.77,4494.84,2570.91,244.528,4494.08,174.636,133.354,305.545,385.352,207.431,238.733,207.669,452.457,88.9657,138.502,279.652,163.333,601.633,266.532,225.906,209.48,112.266,306.756,264.174,3936.5,139.105,154.004,138.499,108.762,3981.56,168.019,128.739,3149.16,183.829,102.681,4514.19,519.237,213.845,801.675,1857.45,168.288,408.799,194.218,1106.55,191.446,5390.94,334.014,509.923,349.476,183.011,1972.67,92.9463,199.108,215.918,435.043,760.281,423.359,372.172,135.59,229.93,547.352,1880.91,1669.27,105.242,206.743,495.187,168.228,787.703,1434.52,101.854,90.0759,165.761,96.0214,1877.69,196.402,161.562,125.585,156.674,118.97,185.318,136.986,1211.99
204981_at,grey,18.17078489,10.17772524,7.993059654,SLC22A18,5002,0.857,1.09,0.626,1.91,0.284,0.0285,1.97,1.15,3.39,0.277,86.8486,217.174,195.462,288.94,252.63,52.1583,46.4589,576.193,314.898,119.683,82.2224,165.897,47.1666,156.699,72.3255,80.1397,137.033,177.949,191.332,120.307,262.587,54.2249,143.506,182.657,183.44,367.775,112.709,266.22,152.263,232.849,144.968,257.638,135.844,328.531,95.6706,249.486,463.643,98.5874,125.99,116.221,79.3318,88.5677,104.683,67.4175,59.1208,204.434,152.117,77.7224,92.471,162.204,76.7322,143.366,209.011,69.5716,155.436,349.688,144.917,332.767,483.46,151.942,114.953,671.669,58.1889,178.218,162.86,160.071,179.439,87.7172,254.236,59.2149,93.0828,291.248,89.197,73.2652,110.385,122.848,63.1505,48.8914,66.4141,71.1983,79.2028,31.7166,41.2851,61.7633,53.3742,55.5669,319.926,79.934,77.3202,302.436,126.508,618.346,39.8931,53.1689,145.295,106.279,154.07,187.81,68.2808,45.7503,86.8319,424,195.064,52.9047,281.067,91.3414,80.6686,126.619,123.865,214.767,227.065,63.6571,139.397,238.639,263.803,185.54,222.351,153.129,265.767,83.4716
204992_s_at,grey,34.90943236,18.87709513,16.03233722,PFN2,5217,0.695,0.822,0.469,1.44,0.287,0.252,0.791,0.469,1.33,0.266,3029.19,2722.11,2768.44,1775.97,2430.13,3152.92,2761.62,1529.21,2254.46,3577.61,2715.97,2448.07,3473.5,2507.02,3004.68,3546.74,2529.38,1385.71,2350.03,2971.53,2637.44,3764.89,1887.38,1056.62,2652.51,1531.28,1676.22,1190.11,2540.47,2400.02,4247.07,953.592,2602.82,1661.54,3266.99,1365.73,1800.73,2738.87,3008.13,3273.17,3307.18,3510.46,3437.77,2709.95,2870.72,985.629,3396.68,3463.51,3897.6,1095.38,2653.13,1240.58,2476.38,2985.19,1849.14,2003.85,2340.5,1732.54,1800.73,3033.22,1745.3,2125.38,3343.64,1938.95,823.316,1620.33,1710.65,4217.3,2301.21,1618.72,3839.74,1768.57,2465.53,3749.29,3177.62,2124.16,2515.56,3262.21,3298.49,3107.31,3887.53,3631.2,3536.64,5041.26,4129.46,4007.29,3250.83,1597.28,3124.77,2566.41,2698.17,1837.48,2608.62,2998.05,1524.87,2572.19,686.654,2395.57,2858.26,2990.77,2225.07,1946.26,2115.9,1632.78,1701.48,3824.18,2503.13,1346.32,993.802,1088.92,1785.39,2439.45,1624.05,1178.42,1203.73,1553.07,2338.56,1140.38,1989.16,2964.38
204993_at,turquoise,131.5358534,84.34509317,47.19076019,GNAZ,2781,0.448,1.57,0.894,2.76,0.287,0.503,0.815,0.492,1.35,0.258,680.892,469.802,628.132,380.855,373.85,780.349,538.562,323.347,366.155,301.46,487.106,452.982,770.391,605.863,592.162,531.75,612.247,289.892,192.461,358.512,397.052,402.97,293.278,323.305,469.185,243.528,347.996,182.715,419.838,338.318,395.62,146.561,703.737,310.936,555.692,231.577,260.337,615.325,354.295,698.507,684.416,414.515,867.168,249.82,556.82,349.329,393.975,452.931,319.462,333.083,574.57,304.921,361.043,486.546,349.837,211.787,336.986,287.678,239.646,304.846,525.483,175.648,603.081,298.826,231.304,232.818,173.969,785.527,229.118,253.959,826.278,212.684,211.969,671.054,424.863,297.426,549.468,502.987,298.072,300.445,369.58,608.01,281.832,801.124,457.888,388.293,335.006,342.373,572.05,154.127,676.242,237.256,552.569,449.211,408.053,461.785,293.271,370.883,305.377,958.704,580.468,222.564,491.994,508.523,385.768,368.897,505.817,383.344,365.583,177.116,311.48,484.726,511.22,396.828,325.165,278.279,222.59,417.157,294.658,745.43
204995_at,turquoise,174.5052679,135.9928883,38.51237965,CDK5R1,8851,0.851,1.23,0.701,2.15,0.285,0.321,0.97,0.586,1.61,0.258,669.94,121.593,134.09,236.35,229.757,775.997,404.313,71.7578,89.4904,201.614,378.53,215.412,552.063,325.406,323.987,245.519,439.638,144.802,36.9979,365.193,231.06,350.859,153.357,51.7119,501.5,34.1025,120.505,24.6827,463.225,157.814,218.672,24.6827,651.799,49.1325,516.472,54.1165,60.1628,492.842,614.693,1028.22,776.204,172.052,902.345,188.874,433.588,201.693,470.671,193.27,159.62,109.324,612.912,139.613,76.1553,300.488,24.6827,311.585,149.369,57.3174,83.1705,61.2443,460.976,42.1299,860.954,88.1442,202.731,65.4904,26.8026,1027.78,57.9345,103.508,711.946,27.5148,52.9913,764.246,547.884,136.211,323.43,350.887,236.418,256.886,83.0111,305.302,172.968,949.411,143.225,211.551,82.0963,42.8681,370.497,15.977,254.773,76.4821,445.163,581.986,223.03,97.6623,138.198,232.478,132.968,337.828,183.66,50.6866,65.2577,105.72,51.7915,181.421,247.099,52.3426,44.727,44.5539,35.9646,262.58,88.4906,123.341,50.7849,62.7324,43.0785,128.624,61.119,270.208
204998_s_at,grey,18.80289214,12.93938723,5.863504918,ATF5,22809,0.664,1.11,0.635,1.94,0.285,0.585,1.35,0.811,2.25,0.26,140.82,182.787,188.981,362.598,266.406,104.849,140.923,164.617,185.675,124.211,127.336,128.737,119.212,187.885,135.684,151.675,126.321,136.962,211.278,193.216,198.228,120.8,286.021,881.122,143.493,243.656,169.489,221.108,144.752,173.127,203.764,250.006,95.9094,312.68,141.504,210.916,185.831,145.432,124.379,107.522,139.091,181.462,136.479,211.306,258.023,172.915,131.497,125.822,155.228,228.387,104.81,147.05,249.554,124.231,328.718,232.997,227.232,370.25,297.877,180.277,221.136,332.275,105.595,1229,250.576,213.231,168.215,129.356,171.603,126.759,115.282,192.538,185.063,100.83,275.036,251.917,219.853,85.4057,105.393,68.1656,79.3198,60.8212,93.7857,73.8477,160.245,88.4463,208.401,122.481,145.307,200.294,178.858,376.568,131.289,152.681,206.834,157.115,152.325,321.986,192.303,288.194,158.057,162.507,388.857,239.073,291.577,162.446,203.637,133.673,226.533,283.743,327.393,103.295,323.815,134.31,466.262,255.508,340.075,275.964,335.385,118.502
205004_at,turquoise,73.43913181,55.90735138,17.53178043,NRF,55922,0.738,0.791,0.452,1.38,0.285,0.922,1.44,0.861,2.41,0.263,479.82,291.682,275.896,273.624,304.051,348.102,389.837,340.555,315.811,314.872,380.672,291.428,335.731,329.778,290.781,316.859,342.242,282.423,280.299,280.332,303.304,311.415,237.03,290.705,329.847,257.368,254.792,269.831,345.176,273.488,288.006,194.514,374.02,259.025,327.252,244.635,323.943,576.095,324.855,579.167,465.319,263.286,475.591,350.126,393.356,231.001,359.148,275.655,276.69,238.736,435.707,216.175,297.589,363.385,342.379,203.557,311.247,279.576,248.938,281.113,238.423,188.026,499.77,231.264,324.102,255.879,231.397,457.576,181.012,213.752,336.855,220.016,208.709,318.382,250.593,281.37,327.064,312.112,229.793,239.409,177.055,274.149,296.716,417.343,294.534,346.116,218.299,337.222,282.579,266.133,353.667,288.696,461.335,475.643,265.436,303.494,350.495,319.005,231.022,302.756,363.443,231.503,219.501,243.979,227.268,271.398,274.809,189.737,226.474,212.35,180.027,328.736,259.568,255.338,284.983,224.708,223.562,280.817,403.675,268.681
205012_s_at,turquoise,167.9215186,149.9273226,17.99419597,HAGH,3029,0.174,2.25,1.26,4.01,0.296,0.509,1.26,0.752,2.1,0.262,392.399,201.417,338.635,326.447,255.93,441.742,291.309,249.578,272.413,223.125,272.397,164.56,363.152,325.766,369.686,258.769,323.823,214.446,146.923,245.107,256.176,205.175,190.132,208.927,272.504,134.112,182.382,279.012,243.009,238.901,295.78,261.237,400.356,176.447,336.885,177.318,233.454,324.15,253.524,490.956,398.117,243.904,620.704,154.794,256.609,196.496,236.367,213.219,245.141,207.788,249.273,188.518,181.753,252.962,235.21,327.488,225.91,249.627,203.175,222.861,273.079,244.159,309.893,152.241,188.337,123.305,246.64,445.035,245.913,124.503,496.086,218.45,279.056,366.42,176.927,209.936,250.757,328.844,208.167,159.997,140.066,246.297,159.564,367.836,207.011,153.009,266.463,199.414,381.767,260.091,251.383,222.233,391.734,247.581,536.589,237.173,178.871,294.787,178.897,413.171,220.918,336.189,179.265,207.38,277.949,237.702,234.582,206.816,126.361,277.69,294.666,265.13,234.028,159.432,265.247,265.367,324.366,225.79,225.763,355.45
205027_s_at,blue,123.9555044,102.7065236,21.2489808,MAP3K8,1326,0.612,0.845,0.485,1.47,0.284,0.253,1.24,0.745,2.06,0.259,52.2008,121.481,93.3603,404.852,349.372,35.1341,31.5504,66.2106,195.499,126.893,127.732,24.6827,25.8218,115.954,113.664,33.6234,45.1643,82.9438,325.693,89.125,152.907,38.6943,211.409,142.594,70.438,138.516,34.8504,667.89,35.7042,70.3174,40.4531,462.48,30.86,136.401,101.489,236.272,224.579,44.0962,56.4673,66.8713,33.2997,60.1812,46.2957,138.44,33.9574,76.6444,170.874,43.1047,49.2831,116.827,24.6827,61.0128,359.272,207.252,268.391,42.4711,92.0402,132.393,279.866,42.1966,15.977,104.756,21.9177,391.626,26.1489,42.1261,190.135,48.228,61.159,15.977,28.6077,196.277,109.789,37.1812,36.4957,74.6264,23.4256,15.977,78.4969,15.977,112.339,17.3529,40.0664,37.2696,269.864,15.977,112.369,34.985,56.8348,96.3464,21.7803,133.447,43.7094,56.4816,17.8391,83.7271,17.72,129.804,34.7939,15.977,40.5953,98.3934,79.8524,43.4591,47.3636,47.5397,82.8253,52.5404,62.7364,75.4634,121.013,40.5465,138.722,26.2532,243.418,145.189,319.315,153.751,342.948,27.5725
205031_at,turquoise,21.57549678,16.74905783,4.826438953,EFNB3,1949,0.536,1.14,0.655,1.99,0.284,0.247,0.903,0.545,1.5,0.258,341.096,224.626,412.43,204.571,178.363,440.536,546.596,373.795,317.881,174.392,714.803,130.747,397.031,314.455,280.635,130.909,222.227,198.219,168.515,256.821,403.186,196.491,327.281,337.469,281.369,99.893,227.916,91.3105,247.086,194.311,255.135,92.4578,359.568,156.928,427.224,136.44,184.845,266.576,370.098,490.046,541.919,273.266,620.174,129.576,144.849,259.362,191.979,220.046,114.257,161.83,312.259,214.28,536.224,231.754,123.665,553.701,89.1312,331.662,147.312,358.92,244.754,63.5129,449.367,121.291,256.321,213.755,52.5193,542.413,268.345,58.7867,446.848,163.568,99.0931,359.099,133.466,117.159,122.998,284.152,235.09,197.764,1657.65,220.135,93.8383,619.88,201.994,211.142,232.289,84.9212,378.974,69.9512,527.434,372.652,307.189,386.862,219.537,297.281,138.541,417.672,571.445,545.772,126.275,65.2535,136.564,172.019,88.0864,278.59,397.332,319.415,95.4808,102.849,81.6306,249.657,401.45,174.191,86.8484,98.4562,64.1094,256.224,253.187,168.962
205050_s_at,turquoise,62.94918933,51.55508177,11.39410757,MAPK8IP2,23542,0.748,1.23,0.707,2.15,0.284,0.612,0.98,0.591,1.62,0.258,760.647,427.905,430.773,313.049,349.892,554.501,506.142,412.324,292.554,605.241,469.2,478.79,508.923,512.042,592.973,410.644,560.039,334.011,424.994,528.022,474.834,610.824,387.538,323.828,733.756,425.006,449.408,361.579,363.796,486.034,493.415,347.361,599.589,400.057,899.415,443.042,254.716,1068.74,404.385,776.654,783.634,554.744,1118.33,457.019,579.908,607.344,640.317,391.628,411.965,408.094,461.796,535.101,625.202,533.505,550.816,210.699,87.3414,108.306,104.983,70.8424,218.956,93.3605,624.784,115.986,98.9873,94.8665,95.754,955.844,211.136,109.264,911.805,110.492,73.3799,562.692,102.539,95.2548,133.82,342.796,85.2733,130.265,51.6771,238.909,72.6838,503.236,101.649,115.131,123.204,115.099,466.755,92.1432,119.678,74.5287,315.078,245.942,92.1426,159.369,80.1901,146.691,154.071,347.634,293.867,114.933,72.2345,142.898,133.768,199.68,352.592,116.881,69.862,94.9126,90.0565,352.761,92.0007,88.7356,104.118,106.44,90.146,152.916,113.407,300.293
205052_at,turquoise,110.5140336,98.09164867,12.42238492,AUH,549,0.0889,1.42,0.808,2.49,0.287,0.952,1.4,0.84,2.34,0.261,379.875,325.065,310.913,349.141,387.887,443.541,241.693,254.204,280.565,279.707,440.975,329.294,315.861,411.837,391.184,217.444,447.762,202.112,218.538,262.933,274.248,281.512,247.34,291.649,351.504,214.27,160.525,235.881,295.812,202.057,167.169,161.921,411.828,291.7,467.658,390.697,209.728,386.204,340.075,578.423,467.112,305.554,665.343,277.68,258.614,246.166,314.354,231.065,237.779,214.73,189.88,285.391,283.215,219.103,237.653,187.029,281.807,273.567,281.329,131.309,79.6854,305.932,417.452,299.68,263.222,272.444,236.33,542.812,224.56,154.001,656.043,213.916,249.258,420.384,268.63,253.959,259.92,314.516,149.503,337.447,423.081,243.868,200.828,607.695,305.97,397.058,273.883,206.218,318.762,318.524,201.548,418.274,188.071,299.46,190.116,282.775,226.65,284.473,244.461,260.75,319.912,256.171,94.6984,298.837,270.81,268.944,283.87,348.19,133.32,217.478,325.048,331.94,311.455,187.144,258.422,263.749,260.854,316.505,244.367,326.964
205056_s_at,turquoise,65.88805407,47.52462577,18.3634283,GRCA,27239,0.282,0.679,0.385,1.2,0.289,0.315,0.508,0.296,0.873,0.276,249.073,158.698,125.923,145.216,151.135,256.487,236.688,171.128,141.932,197.414,220.862,123.202,306.346,201.951,295.6,169.014,269.054,168.411,34.7592,213.225,321.299,225.062,127.712,198.214,215.539,321.508,134.162,62.9065,199.135,145.363,121.487,40.022,333.042,136.971,259.425,102.052,146.749,274.643,265.958,488.593,479.676,166.662,517.14,117.814,270.693,114.563,394.8,172.78,237.74,253.003,427.636,90.6091,229.363,209.877,85.7616,155.287,142.395,86.9256,101.248,109.689,168.25,134.909,213.678,77.0918,101.412,75.8445,36.9921,310.13,280.63,113.503,212.554,61.8184,90.2884,336.818,146.668,99.4986,378.99,225.238,123.428,124.516,135.39,142.555,141.446,226.287,119.757,102.284,82.1345,59.0462,170.516,72.0802,110.26,76.4886,320.346,186.94,174.185,143.178,94.5306,149.318,148.01,257.786,104.292,112.456,122.756,96.7798,75.7163,166.818,168.842,131.135,252.926,90.9064,67.8231,212.582,108.517,154.497,125.657,101.863,149.369,126.992,108.696,248.382
205066_s_at,grey,21.85181362,8.527774518,13.3240391,ENPP1,5167,0.195,0.951,0.545,1.66,0.284,0.986,0.789,0.476,1.31,0.258,282.406,277.369,315.079,321.193,289.486,138.264,260.074,293.094,235.98,305.448,349.241,283.732,230.615,242.373,275.146,228.477,276.219,244.936,489.48,350.277,301.969,375.268,395.819,411.277,353.295,276.927,296.481,560.852,222.791,214.855,227.966,686.152,304.689,264.35,424.229,437.083,233.201,409.992,265.05,265.053,236.296,321.417,231.955,321.505,287.853,336.198,289.03,260.342,235.135,237.463,269.566,332.626,300.497,251.19,391.289,44.7558,67.0563,85.9979,80.2837,124.597,101.654,68.7048,72.4555,89.6862,100.99,93.845,916.427,95.9861,43.4745,39.4366,88.6648,97.5987,87.6769,57.0155,54.9014,74.8278,47.286,54.268,35.0819,26.1631,17.9134,53.3892,58.0814,50.7011,130.047,131.335,61.3206,82.7147,62.3059,70.5739,111.527,118.579,126.852,92.3535,60.4135,82.9342,172.957,161.753,113.572,48.2275,84.8187,83.3967,60.7165,92.0114,101.321,71.2398,61.9745,64.2387,114.717,167.592,128.404,71.8552,101.458,84.2873,88.5608,49.9822,71.7338,126.457,91.118,64.907
205073_at,grey,15.87132993,2.583528406,13.28780153,CYP2J2,1573,0.741,1.22,0.694,2.13,0.286,0.945,0.867,0.524,1.44,0.257,252.971,106.882,284.579,233.543,219.47,329.113,174.602,138.755,299.467,179.499,148.693,148.637,204.617,328.905,209.837,114.637,236.18,160.356,139.317,109.944,165.939,311.927,161.818,143.856,326.467,186.191,125.415,116.089,159.76,190.721,160.279,110.841,241.882,165.626,238.62,142.875,243.617,254.161,354.257,294.334,293.447,158.278,184.488,298.447,133.243,186.628,162.092,149.855,323.707,105.324,92.5499,143.95,153.874,123.691,209.95,76.4652,145.78,157.537,166.419,105.076,159.818,179.683,195.409,162.452,135.813,149.538,213.16,232.774,72.3338,70.8595,231.277,119.329,252.109,285.48,96.2685,296.513,88.2188,240.819,124.356,215.304,57.1327,178.859,139.796,222.652,121.923,189.815,267.43,120.305,233.343,132.633,136.144,197.208,62.5712,104.525,186.284,147.657,375.059,155.99,205.055,192.52,167.127,391.534,213.995,242.574,145.196,147.657,130.115,95.2892,190.364,131.988,171.708,210.123,91.8824,160.591,200.562,236.203,140.612,134.764,173.816,271.594
205081_at,blue,32.57320327,19.22481497,13.3483883,CRIP1,1396,0.515,1.49,0.842,2.65,0.292,0.0973,1.2,0.715,2,0.263,36.4029,120.122,115.911,157.66,222.159,34.7602,57.2394,44.0773,109.79,35.5824,35.28,116.122,33.7384,65.6469,128.879,29.6067,56.1167,41.7149,407.767,194.916,99.4805,64.3075,94.339,665.862,56.6249,167.782,105.389,728.139,87.3583,87.561,75.0109,176.52,35.2573,87.9881,35.8606,152.166,245.25,35.054,109.026,54.0206,156.382,117.975,100.115,53.2851,59.4471,192.848,59.855,120.687,69.3691,185.325,24.6827,60.1364,39.2605,33.101,353.313,257.429,46.9033,104.618,114.485,28.3788,46.309,355.347,19.714,70.6692,212.075,181.369,113.14,51.3047,263.274,90.8479,30.1328,123.156,42.4278,47.983,29.2394,59.9899,46.0515,39.9455,48.6198,43.9851,44.1453,15.977,46.983,29.5362,86.8069,24.9163,37.143,32.1712,192.226,56.191,56.0199,121.682,33.055,37.4641,83.3721,38.7879,50.2777,134.864,44.9507,64.464,146.532,135.281,171.758,203.659,94.3306,135.964,50.5071,76.0027,126.696,286.559,86.2617,78.9609,202.435,107.262,208.595,77.1675,137.727,150.007,223.85,37.4007
205088_at,grey,13.28905283,6.955276682,6.333776146,CXorf6,10046,0.372,0.752,0.431,1.31,0.284,0.892,0.728,0.436,1.21,0.262,220.685,348.008,228.496,134.971,231.741,252.811,245.268,228.262,159.406,323.394,230.226,402.634,295.83,203.174,109.67,167.044,135.298,288.703,130.984,245.75,324.273,320.305,137.228,177.605,207.043,182.481,249.214,97.4546,372.144,184.24,342.547,114.447,249.842,190.203,199.334,134.119,172.674,180.627,259.178,239.003,399.112,248.742,241.035,325.12,497.158,285.034,265.764,511.844,262.775,162.914,397.045,240.638,294.454,257.333,160.451,214.838,260.012,158.088,157.533,432.492,309.94,97.0149,207.974,140.086,255.215,271.547,103.481,271.336,270.189,340.2,203.778,156.139,147.32,160.368,191.845,168.112,122.399,205.993,173.376,317.093,320.048,178.649,207.531,181.63,243.446,295.195,106.311,187.19,165.484,66.2148,258.428,140.277,334.998,255.873,109.899,246.111,241.616,250.843,185.21,252.502,91.0825,95.7076,261.764,137.086,88.0773,195.942,130.44,161.295,135.47,135.839,62.363,153.681,247.26,262.431,157.693,158.488,113.486,237.502,140.072,119.038
205098_at,blue,112.7186501,97.20949461,15.50915551,CCR1,1230,0.919,0.648,0.371,1.13,0.284,0.561,1.17,0.704,1.96,0.261,132.212,389.926,487.257,1170.93,487.279,88.4537,142.218,263.151,386.966,256.447,138.669,85.7477,106.223,451.915,195.403,127.268,170.783,123.018,422.232,222.286,200.618,103.864,405.085,557.138,284.055,455.85,206.987,1064.25,306.484,221.548,145.699,797.069,295.255,527.441,293.097,659.252,852.998,112.401,222.174,198.112,236.617,419.729,95.3799,375.585,119.441,175.209,421.562,171.218,505.573,298.182,74.1269,101.856,843.674,317.072,293.886,213.456,323.278,492.839,620.568,193.727,93.2054,397.649,87.3165,933.82,226.421,355.902,583.914,70.1499,175.51,87.0623,134.378,756.611,241.165,102.357,140.743,379.263,100.407,71.2411,127.376,26.3986,142.721,53.0715,86.29,125.768,102.698,37.5786,366.279,132.935,131.482,254.474,34.2818,434.987,167.275,67.4603,60.4537,145.351,110.147,448.617,258.669,110.825,212.509,285.608,386.633,206.15,196.25,204.338,321.634,180.641,97.1929,294.713,722.028,132.317,272.171,217.401,550.88,509.159,462.037,205.7,550.392,186.891
